Kod;Województwo;Powiat;Gmina;Komentarz
86-302;kujawsko-pomorskie;grudzi¹dzki;Grudzi¹dz;
86-318;kujawsko-pomorskie;grudzi¹dzki;RogóŸno;
86-320;kujawsko-pomorskie;grudzi¹dzki;£asin;
86-330;kujawsko-pomorskie;grudzi¹dzki;Gruta;
86-341;kujawsko-pomorskie;grudzi¹dzki;Œwiecie nad Os¹;
86-342;kujawsko-pomorskie;grudzi¹dzki;Œwiecie nad Os¹;
87-100;kujawsko-pomorskie;Toruñ;Toruñ;
87-103;kujawsko-pomorskie;Toruñ;Toruñ;
87-123;kujawsko-pomorskie;toruñski;Obrowo;
87-125;kujawsko-pomorskie;toruñski;Obrowo;
87-126;kujawsko-pomorskie;toruñski;Obrowo;
87-133;kujawsko-pomorskie;toruñski;Z³awieœ Wielka;
87-134;kujawsko-pomorskie;toruñski;Z³awieœ Wielka;
87-140;kujawsko-pomorskie;toruñski;Che³m¿a;
87-148;kujawsko-pomorskie;toruñski;£ysomice;
87-152;kujawsko-pomorskie;toruñski;£ubianka;
87-162;kujawsko-pomorskie;toruñski;Lubicz;
87-165;kujawsko-pomorskie;toruñski;Wielka Nieszawka;
87-200;kujawsko-pomorskie;w¹brzeski;W¹brzeŸno;
87-207;kujawsko-pomorskie;w¹brzeski;Dêbowa £¹ka;
87-213;kujawsko-pomorskie;w¹brzeski;W¹brzeŸno;
87-214;kujawsko-pomorskie;w¹brzeski;P³u¿nica;
87-220;kujawsko-pomorskie;grudzi¹dzki;Radzyñ Che³miñski;
87-222;kujawsko-pomorskie;w¹brzeski;Ksi¹¿ki;
87-300;kujawsko-pomorskie;brodnicki;Brodnica;
87-301;kujawsko-pomorskie;brodnicki;Brodnica;
87-305;kujawsko-pomorskie;brodnicki;Zbiczno;
87-312;kujawsko-pomorskie;brodnicki;Zbiczno;
87-313;kujawsko-pomorskie;brodnicki;Brzozie;
87-320;kujawsko-pomorskie;brodnicki;Górzno;
87-321;kujawsko-pomorskie;brodnicki;Bartniczka;
87-322;kujawsko-pomorskie;brodnicki;Bartniczka;
87-325;kujawsko-pomorskie;brodnicki;Bobrowo;
87-326;kujawsko-pomorskie;brodnicki;Bobrowo;
87-327;kujawsko-pomorskie;brodnicki;Bobrowo;
87-330;kujawsko-pomorskie;brodnicki;Jab³onowo Pomorskie;
87-335;kujawsko-pomorskie;brodnicki;Œwiedziebnia;
87-337;kujawsko-pomorskie;rypiñski;W¹pielsk;
87-340;kujawsko-pomorskie;brodnicki;Osiek;
87-400;kujawsko-pomorskie;golubsko-dobrzyñski;Golub-Dobrzyñ;
87-404;kujawsko-pomorskie;golubsko-dobrzyñski;Radomin;
87-408;kujawsko-pomorskie;golubsko-dobrzyñski;Ciechocin;
87-410;kujawsko-pomorskie;golubsko-dobrzyñski;Kowalewo Pomorskie;
87-423;kujawsko-pomorskie;golubsko-dobrzyñski;Golub-Dobrzyñ;
87-500;kujawsko-pomorskie;rypiñski;Rypin;
87-506;kujawsko-pomorskie;rypiñski;Skrwilno;
87-510;kujawsko-pomorskie;rypiñski;Skrwilno;
87-511;kujawsko-pomorskie;rypiñski;Skrwilno;
87-512;kujawsko-pomorskie;rypiñski;Rypin;
87-513;kujawsko-pomorskie;rypiñski;Rypin;
87-514;kujawsko-pomorskie;rypiñski;Rogowo;
87-515;kujawsko-pomorskie;rypiñski;Rogowo;
87-516;kujawsko-pomorskie;rypiñski;Brzuze;
87-517;kujawsko-pomorskie;rypiñski;Brzuze;
87-521;kujawsko-pomorskie;rypiñski;Brzuze;
87-522;kujawsko-pomorskie;rypiñski;Brzuze;
87-600;kujawsko-pomorskie;lipnowski;Lipno;
87-602;kujawsko-pomorskie;lipnowski;Chrostkowo;
87-603;kujawsko-pomorskie;lipnowski;Wielgie;
87-605;kujawsko-pomorskie;lipnowski;T³uchowo;
87-606;kujawsko-pomorskie;lipnowski;Dobrzyñ nad Wis³¹;
87-607;kujawsko-pomorskie;lipnowski;Dobrzyñ nad Wis³¹;
87-610;kujawsko-pomorskie;lipnowski;Dobrzyñ nad Wis³¹;
87-611;kujawsko-pomorskie;lipnowski;Dobrzyñ nad Wis³¹;
87-612;kujawsko-pomorskie;lipnowski;Wielgie;
87-615;kujawsko-pomorskie;lipnowski;Lipno;
87-617;kujawsko-pomorskie;lipnowski;Bobrowniki;
87-618;kujawsko-pomorskie;lipnowski;Lipno;
87-619;kujawsko-pomorskie;lipnowski;Kikó³;
87-620;kujawsko-pomorskie;lipnowski;Kikó³;
87-630;kujawsko-pomorskie;lipnowski;Skêpe;
87-632;kujawsko-pomorskie;toruñski;Czernikowo;
87-640;kujawsko-pomorskie;toruñski;Czernikowo;
87-645;kujawsko-pomorskie;golubsko-dobrzyñski;Zbójno;
87-700;kujawsko-pomorskie;aleksandrowski;Aleksandrów Kujawski;
87-702;kujawsko-pomorskie;aleksandrowski;Koneck;
87-704;kujawsko-pomorskie;aleksandrowski;B¹dkowo;
87-705;kujawsko-pomorskie;aleksandrowski;Zakrzewo;
87-706;kujawsko-pomorskie;aleksandrowski;Zakrzewo;
87-707;kujawsko-pomorskie;aleksandrowski;Zakrzewo;
87-708;kujawsko-pomorskie;aleksandrowski;Koneck;
87-710;kujawsko-pomorskie;aleksandrowski;Aleksandrów Kujawski;
87-720;kujawsko-pomorskie;aleksandrowski;Raci¹¿ek;
87-721;kujawsko-pomorskie;aleksandrowski;Raci¹¿ek;
87-730;kujawsko-pomorskie;aleksandrowski;Nieszawa;
87-731;kujawsko-pomorskie;aleksandrowski;Waganiec;
87-732;kujawsko-pomorskie;w³oc³awski;Lubanie;
87-800;kujawsko-pomorskie;W³oc³awek;W³oc³awek;
87-811;kujawsko-pomorskie;w³oc³awski;Fabianki;
87-815;kujawsko-pomorskie;w³oc³awski;W³oc³awek;
87-820;kujawsko-pomorskie;w³oc³awski;Kowal;
87-821;kujawsko-pomorskie;w³oc³awski;Baruchowo;
87-830;kujawsko-pomorskie;w³oc³awski;Choceñ;
87-840;kujawsko-pomorskie;w³oc³awski;Lubieñ Kujawski;
87-850;kujawsko-pomorskie;w³oc³awski;Choceñ;
87-851;kujawsko-pomorskie;w³oc³awski;Boniewo;
87-853;kujawsko-pomorskie;w³oc³awski;W³oc³awek;
87-860;kujawsko-pomorskie;w³oc³awski;Chodecz;
87-865;kujawsko-pomorskie;w³oc³awski;Izbica Kujawska;
87-866;kujawsko-pomorskie;w³oc³awski;Izbica Kujawska;
87-875;kujawsko-pomorskie;radziejowski;Topólka;
87-880;kujawsko-pomorskie;w³oc³awski;Brzeœæ Kujawski;
87-890;kujawsko-pomorskie;w³oc³awski;Lubraniec;
88-100;kujawsko-pomorskie;inowroc³awski;Inowroc³aw;
88-101;kujawsko-pomorskie;inowroc³awski;Inowroc³aw;
88-110;kujawsko-pomorskie;inowroc³awski;Inowroc³aw;
88-111;kujawsko-pomorskie;inowroc³awski;Rojewo;
88-121;kujawsko-pomorskie;inowroc³awski;Kruszwica;
88-133;kujawsko-pomorskie;inowroc³awski;D¹browa Biskupia;
88-140;kujawsko-pomorskie;inowroc³awski;Gniewkowo;
88-150;kujawsko-pomorskie;inowroc³awski;Kruszwica;
88-160;kujawsko-pomorskie;inowroc³awski;Janikowo;
88-170;kujawsko-pomorskie;inowroc³awski;Pakoœæ;
88-180;kujawsko-pomorskie;inowroc³awski;Z³otniki Kujawskie;
88-181;kujawsko-pomorskie;inowroc³awski;Inowroc³aw;
88-190;kujawsko-pomorskie;¿niñski;Barcin;
88-192;kujawsko-pomorskie;¿niñski;Barcin;
88-200;kujawsko-pomorskie;radziejowski;Radziejów;
88-210;kujawsko-pomorskie;radziejowski;Dobre;
88-220;kujawsko-pomorskie;radziejowski;Osiêciny;
88-230;kujawsko-pomorskie;radziejowski;Piotrków Kujawski;
88-231;kujawsko-pomorskie;radziejowski;Bytoñ;
88-234;kujawsko-pomorskie;radziejowski;Piotrków Kujawski;
88-235;kujawsko-pomorskie;radziejowski;Piotrków Kujawski;
88-237;kujawsko-pomorskie;radziejowski;Piotrków Kujawski;
88-300;kujawsko-pomorskie;mogileñski;Mogilno;
88-306;kujawsko-pomorskie;mogileñski;D¹browa;
88-320;kujawsko-pomorskie;mogileñski;Strzelno;
88-321;kujawsko-pomorskie;mogileñski;Mogilno;
88-324;kujawsko-pomorskie;mogileñski;Jeziora Wielkie;
88-330;kujawsko-pomorskie;mogileñski;Mogilno;
88-342;kujawsko-pomorskie;mogileñski;Mogilno;
88-400;kujawsko-pomorskie;¿niñski;¯nin;
88-405;kujawsko-pomorskie;¿niñski;¯nin;
88-410;kujawsko-pomorskie;¿niñski;G¹sawa;
88-420;kujawsko-pomorskie;¿niñski;Rogowo;
88-422;kujawsko-pomorskie;¿niñski;Rogowo;
88-430;kujawsko-pomorskie;¿niñski;Janowiec Wielkopolski;
89-100;kujawsko-pomorskie;nakielski;Nak³o nad Noteci¹;
89-110;kujawsko-pomorskie;nakielski;Sadki;
89-115;kujawsko-pomorskie;nakielski;Mrocza;
89-120;kujawsko-pomorskie;nakielski;Nak³o nad Noteci¹;
89-200;kujawsko-pomorskie;nakielski;Szubin;
89-210;kujawsko-pomorskie;¿niñski;£abiszyn;
89-240;kujawsko-pomorskie;nakielski;Kcynia;
89-300;wielkopolskie;pilski;Wyrzysk;
89-310;wielkopolskie;pilski;£ob¿enica;
89-311;wielkopolskie;pilski;Wyrzysk;
89-312;wielkopolskie;pilski;£ob¿enica;
89-320;wielkopolskie;pilski;Wysoka;
89-321;wielkopolskie;pilski;Wysoka;
89-333;wielkopolskie;pilski;Wyrzysk;
89-334;wielkopolskie;pilski;Bia³oœliwie;
89-340;wielkopolskie;pilski;Bia³oœliwie;
89-350;wielkopolskie;pilski;Miasteczko Krajeñskie;
89-400;kujawsko-pomorskie;sêpoleñski;Sêpólno Krajeñskie;
89-405;kujawsko-pomorskie;sêpoleñski;Sêpólno Krajeñskie;
89-410;kujawsko-pomorskie;sêpoleñski;Wiêcbork;
89-412;kujawsko-pomorskie;sêpoleñski;Soœno;
89-413;kujawsko-pomorskie;sêpoleñski;Soœno;
89-422;kujawsko-pomorskie;sêpoleñski;Wiêcbork;
89-430;kujawsko-pomorskie;sêpoleñski;Kamieñ Krajeñski;
89-500;kujawsko-pomorskie;tucholski;Tuchola;
89-502;kujawsko-pomorskie;tucholski;Tuchola;
89-504;kujawsko-pomorskie;tucholski;Tuchola;
89-505;kujawsko-pomorskie;tucholski;Cekcyn;
89-506;kujawsko-pomorskie;tucholski;Kêsowo;
89-510;kujawsko-pomorskie;tucholski;Lubiewo;
89-511;kujawsko-pomorskie;tucholski;Cekcyn;
89-512;kujawsko-pomorskie;tucholski;Cekcyn;
89-520;kujawsko-pomorskie;tucholski;Gostycyn;
89-524;kujawsko-pomorskie;tucholski;Lubiewo;
89-525;kujawsko-pomorskie;tucholski;Lubiewo;
89-526;kujawsko-pomorskie;tucholski;Lubiewo;
89-530;kujawsko-pomorskie;tucholski;Œliwice;
89-600;pomorskie;chojnicki;Chojnice;
89-606;pomorskie;chojnicki;Chojnice;
89-607;pomorskie;chojnicki;Konarzyny;
89-608;pomorskie;chojnicki;Chojnice;
89-620;pomorskie;chojnicki;Chojnice;
89-632;pomorskie;chojnicki;Brusy;
89-634;pomorskie;chojnicki;Brusy;
89-642;pomorskie;chojnicki;Czersk;
89-650;pomorskie;chojnicki;Czersk;
89-651;pomorskie;chojnicki;Czersk;
89-652;pomorskie;chojnicki;Czersk;
90-001;³ódzkie;£ódŸ;£ódŸ;ca³e miasto jako 1 kszta³t
92-701;³ódzkie;³ódzki wschodni;Nowosolna;
95-001;³ódzkie;zgierski;Zgierz;
95-002;³ódzkie;zgierski;Zgierz;
95-006;³ódzkie;³ódzki wschodni;Brójce;
95-010;³ódzkie;zgierski;Stryków;
95-011;³ódzkie;zgierski;Stryków;
95-015;³ódzkie;zgierski;G³owno;
95-020;³ódzkie;³ódzki wschodni;Andrespol;
95-030;³ódzkie;³ódzki wschodni;Rzgów;
95-035;³ódzkie;zgierski;Ozorków;
95-039;³ódzkie;zgierski;Ozorków;
95-040;³ódzkie;³ódzki wschodni;Koluszki;
95-041;³ódzkie;³ódzki wschodni;Koluszki;
95-043;³ódzkie;zgierski;Parzêczew;
95-045;³ódzkie;zgierski;Parzêczew;
95-047;³ódzkie;brzeziñski;Je¿ów;
95-050;³ódzkie;pabianicki;Konstantynów £ódzki;
95-054;³ódzkie;pabianicki;Ksawerów;
95-060;³ódzkie;brzeziñski;Brzeziny;
95-061;³ódzkie;brzeziñski;Dmosin;
95-063;³ódzkie;brzeziñski;Rogów;
95-070;³ódzkie;zgierski;Aleksandrów £ódzki;
95-073;³ódzkie;zgierski;Zgierz;
95-080;³ódzkie;³ódzki wschodni;Tuszyn;
95-081;³ódzkie;pabianicki;D³utów;
95-082;³ódzkie;pabianicki;Dobroñ;
95-083;³ódzkie;pabianicki;Lutomiersk;
95-100;³ódzkie;zgierski;Zgierz;
95-200;³ódzkie;pabianicki;Pabianice;
96-100;³ódzkie;Skierniewice;Skierniewice;
96-111;³ódzkie;skierniewicki;Kowiesy;
96-115;³ódzkie;skierniewicki;Nowy Kawêczyn;
96-116;³ódzkie;skierniewicki;Skierniewice;
96-124;³ódzkie;skierniewicki;Maków;
96-126;³ódzkie;skierniewicki;Godzianów;
96-127;³ódzkie;skierniewicki;Lipce Reymontowskie;
96-128;³ódzkie;skierniewicki;S³upia;
96-130;³ódzkie;skierniewicki;G³uchów;
96-200;³ódzkie;rawski;Rawa Mazowiecka;
96-206;³ódzkie;rawski;Sadkowice;
96-208;³ódzkie;rawski;Sadkowice;
96-214;³ódzkie;rawski;Ciel¹dz;
96-230;³ódzkie;rawski;Bia³a Rawska;
96-232;³ódzkie;rawski;Regnów;
96-300;mazowieckie;¿yrardowski;Radziejowice;
96-313;mazowieckie;grodziski;Jaktorów;
96-314;mazowieckie;grodziski;Baranów;
96-315;mazowieckie;¿yrardowski;Wiskitki;
96-316;mazowieckie;grodziski;Jaktorów;
96-317;mazowieckie;¿yrardowski;Wiskitki;
96-320;mazowieckie;¿yrardowski;Mszczonów;
96-321;mazowieckie;grodziski;¯abia Wola;
96-323;mazowieckie;¿yrardowski;Mszczonów;
96-325;mazowieckie;¿yrardowski;Radziejowice;
96-330;mazowieckie;¿yrardowski;Puszcza Mariañska;
96-332;mazowieckie;¿yrardowski;Puszcza Mariañska;
96-500;mazowieckie;sochaczewski;Sochaczew;
96-502;mazowieckie;sochaczewski;Sochaczew;
96-503;mazowieckie;sochaczewski;Sochaczew;
96-512;mazowieckie;sochaczewski;M³odzieszyn;
96-513;mazowieckie;sochaczewski;Nowa Sucha;
96-514;mazowieckie;sochaczewski;Rybno;
96-515;mazowieckie;sochaczewski;Teresin;
96-520;mazowieckie;sochaczewski;I³ów;
96-521;mazowieckie;sochaczewski;I³ów;
97-200;³ódzkie;tomaszowski;Tomaszów Mazowiecki;
97-212;³ódzkie;tomaszowski;Budziszewice;
97-213;³ódzkie;tomaszowski;Tomaszów Mazowiecki;
97-215;³ódzkie;tomaszowski;Inow³ódz;
97-216;³ódzkie;tomaszowski;Czerniewice;
97-217;³ódzkie;tomaszowski;Lubochnia;
97-220;³ódzkie;tomaszowski;Rzeczyca;
97-221;³ódzkie;tomaszowski;Rokiciny;
97-225;³ódzkie;tomaszowski;Ujazd;
97-226;³ódzkie;tomaszowski;¯elechlinek;
97-300;³ódzkie;Piotrków Trybunalski;Piotrków Trybunalski;
97-306;³ódzkie;piotrkowski;Grabica;
97-310;³ódzkie;piotrkowski;Moszczenica;
97-318;³ódzkie;piotrkowski;Czarnocin;
97-319;³ódzkie;tomaszowski;Bêdków;
97-320;³ódzkie;piotrkowski;Wolbórz;
97-330;³ódzkie;piotrkowski;Sulejów;
97-340;³ódzkie;piotrkowski;Rozprza;
97-350;³ódzkie;piotrkowski;Gorzkowice;
97-352;³ódzkie;piotrkowski;£êki Szlacheckie;
97-360;³ódzkie;radomszczañski;Kamieñsk;
97-371;³ódzkie;piotrkowski;Wola Krzysztoporska;
97-400;³ódzkie;be³chatowski;Be³chatów;
97-403;³ódzkie;be³chatowski;Dru¿bice;
97-410;³ódzkie;be³chatowski;Kleszczów;
97-415;³ódzkie;be³chatowski;Kluki;
97-420;³ódzkie;be³chatowski;Szczerców;
97-425;³ódzkie;be³chatowski;Zelów;
97-438;³ódzkie;be³chatowski;Rusiec;
97-500;³ódzkie;radomszczañski;Radomsko;
97-505;³ódzkie;radomszczañski;Dobryszyce;
97-510;³ódzkie;piotrkowski;Rêczno;
97-512;³ódzkie;radomszczañski;Kodr¹b;
97-515;³ódzkie;radomszczañski;Mas³owice;
97-524;³ódzkie;radomszczañski;Kobiele Wielkie;
97-525;³ódzkie;radomszczañski;Wielgom³yny;
97-532;³ódzkie;radomszczañski;¯ytno;
97-540;³ódzkie;radomszczañski;Gidle;
97-545;³ódzkie;radomszczañski;Gomunice;
97-561;³ódzkie;radomszczañski;£adzice;
97-565;³ódzkie;radomszczañski;Lgota Wielka;
97-570;³ódzkie;radomszczañski;Przedbórz;
98-100;³ódzkie;³aski;£ask;
98-105;³ódzkie;³aski;Wodzierady;
98-113;³ódzkie;³aski;Buczek;
98-160;³ódzkie;³aski;Sêdziejowice;
98-161;³ódzkie;zduñskowolski;Zapolice;
98-170;³ódzkie;³aski;Widawa;
98-200;³ódzkie;sieradzki;Sieradz;
98-215;³ódzkie;sieradzki;Goszczanów;
98-220;³ódzkie;zduñskowolski;Zduñska Wola;
98-235;³ódzkie;sieradzki;B³aszki;
98-240;³ódzkie;zduñskowolski;Szadek;
98-260;³ódzkie;sieradzki;Burzenin;
98-270;³ódzkie;sieradzki;Z³oczew;
98-273;³ódzkie;sieradzki;Klonowa;
98-275;³ódzkie;sieradzki;BrzeŸnio;
98-277;³ódzkie;sieradzki;Br¹szewice;
98-285;³ódzkie;sieradzki;Wróblew;
98-290;³ódzkie;sieradzki;Warta;
98-300;³ódzkie;wieluñski;Wieluñ;
98-310;³ódzkie;wieluñski;Czarno¿y³y;
98-311;³ódzkie;wieluñski;Ostrówek;
98-313;³ódzkie;wieluñski;Konopnica;
98-320;³ódzkie;wieluñski;Osjaków;
98-324;³ódzkie;wieluñski;Wierzchlas;
98-330;³ódzkie;pajêczañski;Pajêczno;
98-331;³ódzkie;pajêczañski;Nowa BrzeŸnica;
98-332;³ódzkie;pajêczañski;Rz¹œnia;
98-335;³ódzkie;wieluñski;P¹tnów;
98-337;³ódzkie;pajêczañski;Strzelce Wielkie;
98-338;³ódzkie;pajêczañski;Sulmierzyce;
98-345;³ódzkie;wieluñski;Mokrsko;
98-346;³ódzkie;wieluñski;Skomlin;
98-350;³ódzkie;wieluñski;Bia³a;
98-354;³ódzkie;pajêczañski;Siemkowice;
98-355;³ódzkie;pajêczañski;Dzia³oszyn;
98-358;³ódzkie;pajêczañski;Kie³czyg³ów;
98-360;³ódzkie;wieruszowski;Lututów;
98-400;³ódzkie;wieruszowski;Wieruszów;
98-405;³ódzkie;wieruszowski;Galewice;
98-410;³ódzkie;wieruszowski;Czastary;
98-420;³ódzkie;wieruszowski;Sokolniki;
98-430;³ódzkie;wieruszowski;Boles³awiec;
98-432;³ódzkie;wieruszowski;£ubnice;
99-100;³ódzkie;³êczycki;£êczyca;
99-106;³ódzkie;³êczycki;Grabów;
99-107;³ódzkie;³êczycki;Daszyna;
99-120;³ódzkie;³êczycki;Pi¹tek;
99-122;³ódzkie;³êczycki;Góra Œwiêtej Ma³gorzaty;
99-140;³ódzkie;³êczycki;Œwinice Warckie;
99-142;³ódzkie;³êczycki;£êczyca;
99-150;³ódzkie;³êczycki;Grabów;
99-200;³ódzkie;poddêbicki;Poddêbice;
99-205;³ódzkie;poddêbicki;Dalików;
99-210;³ódzkie;poddêbicki;Uniejów;
99-220;³ódzkie;poddêbicki;Wartkowice;
99-232;³ódzkie;poddêbicki;Zadzim;
99-235;³ódzkie;poddêbicki;Pêczniew;
99-300;³ódzkie;kutnowski;Kutno;
99-306;³ódzkie;kutnowski;£aniêta;
99-307;³ódzkie;kutnowski;Strzelce;
99-311;³ódzkie;kutnowski;Bedlno;
99-314;³ódzkie;kutnowski;Krzy¿anów;
99-319;³ódzkie;kutnowski;¯ychlin;
99-320;³ódzkie;kutnowski;¯ychlin;
99-321;³ódzkie;kutnowski;¯ychlin;
99-322;³ódzkie;kutnowski;Oporów;
99-323;³ódzkie;kutnowski;Oporów;
99-335;³ódzkie;³êczycki;Witonia;
99-340;³ódzkie;kutnowski;Kroœniewice;
99-350;³ódzkie;kutnowski;Nowe Ostrowy;
99-352;³ódzkie;kutnowski;D¹browice;
99-400;³ódzkie;³owicki;£owicz;
99-412;³ódzkie;³owicki;Kiernozia;
99-413;³ódzkie;³owicki;Ch¹œno;
99-414;³ódzkie;³owicki;Kocierzew Po³udniowy;
99-416;³ódzkie;³owicki;Nieborów;
99-417;³ódzkie;skierniewicki;Bolimów;
99-418;³ódzkie;³owicki;Nieborów;
99-420;³ódzkie;³owicki;£yszkowice;
99-423;³ódzkie;³owicki;Bielawy;
99-434;³ódzkie;³owicki;Domaniewice;
99-436;³ódzkie;³owicki;Nieborów;
99-440;³ódzkie;³owicki;Zduny;
